C,Penalty,Loss,Precision,Recall,F1 Score,Training Time,Prediction Time,Accuracy
0.236,l1,,0.8750720738035749,0.9035522921214527,0.8890841632493655,1.054955005645752,0.0007879734039306641,0.8864
0.237,l1,,0.875216304556816,0.9033538400476285,0.8890624999999999,1.1362979412078857,0.0008409023284912109,0.8864
0.238,l1,,0.8753606462781304,0.9031553879738043,0.8890408282867747,1.4454829692840576,0.0008051395416259766,0.8864
0.239,l1,,0.8753366679492113,0.9029569358999802,0.8889323043860506,1.2435011863708496,0.0010750293731689453,0.8863
0.24,l1,,0.8753366679492113,0.9029569358999802,0.8889323043860506,1.229513168334961,0.0008289813995361328,0.8863
0.241,l1,,0.8753366679492113,0.9029569358999802,0.8889323043860506,1.09132981300354,0.0008628368377685547,0.8863
0.242,l1,,0.8753366679492113,0.9029569358999802,0.8889323043860506,1.4224529266357422,0.0007851123809814453,0.8863
0.243,l1,,0.8753366679492113,0.9029569358999802,0.8889323043860506,1.0285649299621582,0.0009181499481201172,0.8863
0.244,l1,,0.8753366679492113,0.9029569358999802,0.8889323043860506,1.4370980262756348,0.0008015632629394531,0.8863
0.245,l1,,0.8753606462781304,0.9031553879738043,0.8890408282867747,0.9372279644012451,0.0007970333099365234,0.8864
0.246,l1,,0.8753606462781304,0.9031553879738043,0.8890408282867747,1.2124049663543701,0.0008189678192138672,0.8864
0.247,l1,,0.8755050990956321,0.9029569358999802,0.8890191481047284,1.3206350803375244,0.0008091926574707031,0.8864
0.248,l1,,0.8751683015964609,0.9029569358999802,0.8888454776323501,0.9219560623168945,0.0007739067077636719,0.8862
0.249,l1,,0.8753606462781304,0.9031553879738043,0.8890408282867747,1.0805811882019043,0.0008039474487304688,0.8864
